id,species,observed_on,place_guess,location,user,latitude,longitude,sex,life_stage,url,year
167915213,Mud Fiddler Crab,2023-06-11,"New Jersey, US","39.3873330573,-75.0172234677",dinospine,39.3873330573,-75.0172234677,male,adult,https://www.inaturalist.org/observations/167915213,2023
161588127,Mud Fiddler Crab,2023-05-11,"Cape May County, US-NJ, US","39.1795001169,-74.9795069198",dinospine,39.1795001169,-74.9795069198,male,adult,https://www.inaturalist.org/observations/161588127,2023
157751485,Mud Fiddler Crab,2023-04-05,"Cape May, NJ, US","39.0941144585,-74.8955617684",jlayman,39.0941144585,-74.8955617684,male,adult,https://www.inaturalist.org/observations/157751485,2023
154876417,Mud Fiddler Crab,2023-04-14,Island Beach State Park ,"39.7951101326,-74.0997073902",sweiss243,39.7951101326,-74.0997073902,male,,https://www.inaturalist.org/observations/154876417,2023
248201747,Mud Fiddler Crab,2024-10-19,"Stone Harbor, NJ 08247, USA","39.0600555556,-74.7730083333",pirateninjas,39.0600555556,-74.7730083333,female,,https://www.inaturalist.org/observations/248201747,2024
236173959,Mud Fiddler Crab,2024-08-16,"Richard W. DeKorte Park, 1 DeKorte Park, Lyndhurst, NJ 07071, USA","40.7858645,-74.1031625",nilshelstrom,40.7858645,-74.1031625,female,,https://www.inaturalist.org/observations/236173959,2024
243215549,Mud Fiddler Crab,2024-09-21,"Ventnor City, NJ, USA","39.3462472222,-74.4893722222",tmthy_prsns,39.3462472222,-74.4893722222,female,,https://www.inaturalist.org/observations/243215549,2024
236173817,Mud Fiddler Crab,2024-08-16,"Richard W. DeKorte Park, 1 DeKorte Park, Lyndhurst, NJ 07071, USA","40.7858645,-74.1031625",nilshelstrom,40.7858645,-74.1031625,female,,https://www.inaturalist.org/observations/236173817,2024
227356272,Mud Fiddler Crab,2024-07-05,"Ocean City, Ocean City, NJ, US","39.2314258506,-74.6401164661",allison256,39.2314258506,-74.6401164661,female,,https://www.inaturalist.org/observations/227356272,2024
202575551,Mud Fiddler Crab,2024-03-14,"Sandy Hook, Middletown Township, NJ, USA","40.4049069266,-73.9795918783",gekkorotto,40.4049069266,-73.9795918783,female,,https://www.inaturalist.org/observations/202575551,2024
248201747,Mud Fiddler Crab,2024-10-19,"Stone Harbor, NJ 08247, USA","39.0600555556,-74.7730083333",pirateninjas,39.0600555556,-74.7730083333,male,,https://www.inaturalist.org/observations/248201747,2024
236173959,Mud Fiddler Crab,2024-08-16,"Richard W. DeKorte Park, 1 DeKorte Park, Lyndhurst, NJ 07071, USA","40.7858645,-74.1031625",nilshelstrom,40.7858645,-74.1031625,male,,https://www.inaturalist.org/observations/236173959,2024
243215549,Mud Fiddler Crab,2024-09-21,"Ventnor City, NJ, USA","39.3462472222,-74.4893722222",tmthy_prsns,39.3462472222,-74.4893722222,male,,https://www.inaturalist.org/observations/243215549,2024
236173817,Mud Fiddler Crab,2024-08-16,"Richard W. DeKorte Park, 1 DeKorte Park, Lyndhurst, NJ 07071, USA","40.7858645,-74.1031625",nilshelstrom,40.7858645,-74.1031625,male,,https://www.inaturalist.org/observations/236173817,2024
227356272,Mud Fiddler Crab,2024-07-05,"Ocean City, Ocean City, NJ, US","39.2314258506,-74.6401164661",allison256,39.2314258506,-74.6401164661,male,,https://www.inaturalist.org/observations/227356272,2024
202575551,Mud Fiddler Crab,2024-03-14,"Sandy Hook, Middletown Township, NJ, USA","40.4049069266,-73.9795918783",gekkorotto,40.4049069266,-73.9795918783,male,,https://www.inaturalist.org/observations/202575551,2024
